49821	353509.99	113.8505109596	34.0875083821	3777101.635865	763118.3351412	56.5697959447	-0.3910710316	-0.0827513089	262.2269950814	-2.5069991618	-0.3358085773	-0.0052289789
49822	353510.37	113.8505001621	34.0875071962	3777101.4764269986	763117.3418301998	56.5599131854	-0.3131304182	-0.0676199782	262.3002621304	-2.7338377318	-0.3533674469	-0.0246775275
49823	353510.72	113.8504894167	34.0875060408	3777101.320521	763116.3532403002	56.5504075419	-0.1933460658	-0.094685091	262.5952865819	-2.9325267098	-0.3738316587	-0.030524928
49824	353511.05	113.8504786184	34.0875049376	3777101.170261	763115.3596114	56.5406906847	-0.0271631235	-0.0425497923	262.9174460886	-3.1093319538	-0.3709256496	-0.0086016803
49825	353511.37	113.8504675343	34.0875038533	3777101.021372	763114.339522	56.5364111764	0.0628337938	-0.0692097217	263.3335124683	-3.288671527	-0.3705444428	0.0022160269
49826	353511.67	113.8504566028	34.0875028525	3777100.882142	763113.3332754001	56.5366993751	0.008311091	-0.0398474858	263.8183525871	-3.4362846705	-0.3621572373	0.0041960664
49827	353511.96	113.8504456283	34.087501928	3777100.751262	763112.3228152	56.5338047538	0.1867494621	-0.0223104869	264.3242813227	-3.5473032844	-0.3458556107	0.0077111479
49828	353512.24	113.8504347281	34.0875010772	3777100.628761	763111.3189927	56.5331003088	0.2629113243	0.0071358634	264.8526789545	-3.6464280151	-0.3292701799	-0.000811484
49829	353512.46	113.8504259517	34.08750044	3777100.535431	763110.5105971999	56.5300418548	0.2912282035	-0.0109632974	265.2869478492	-3.7218761739	-0.3044227235	0.0015492038
49830	353512.73	113.850414968	34.0874997277	3777100.428077	763109.4986363002	56.5369988885	0.1196371775	0.042542753	265.7980452986	-3.7978170489	-0.2723242216	0.0222491904
