49769	353488.01	113.8504292314	34.0873962402	3777088.980077	763111.1361223	56.4893622818	0.0183074728	0.2330168953	92.1099530353	3.6308418348	-0.1351781154	-0.0064988894
49770	353488.29	113.8504401754	34.0873958869	3777088.96907	763112.1477239	56.4833736448	0.2023232992	0.1906376981	92.2279431826	3.5821299494	-0.1434310603	-0.027436717
49771	353488.58	113.8504513551	34.0873955185	3777088.956988	763113.1811378	56.479722105	0.231144208	0.1295327821	92.266801487	3.5328664093	-0.1457044922	-0.0169309899
49772	353488.87	113.8504623821	34.087395146	3777088.944058	763114.2004575	56.4791150363	0.1983099171	0.1414750098	92.2467565042	3.4855899299	-0.1489468847	-0.0148448125
49773	353489.16	113.8504732618	34.0873947906	3777088.932659	763115.2061285998	56.4802876646	0.1479819597	0.1219556282	92.1062821208	3.4385197483	-0.133011994	-0.015242785
49774	353489.46	113.8504843594	34.0873944593	3777088.924488	763116.2318469	56.4792276155	0.1785756132	0.0413281828	91.8625595388	3.38896392	-0.1145163459	-0.0247667013
49775	353489.76	113.8504952985	34.0873941704	3777088.920613	763117.242797	56.4771971721	0.3185109684	0.0503853353	91.5043747549	3.337965092	-0.0924106748	-0.0071861411
49776	353490.07	113.8505064132	34.0873939457	3777088.924314	763118.2697543	56.4762513079	0.4754291531	0.0462942891	90.9424002525	3.2737901021	-0.0608142504	0.0013630742
49777	353490.38	113.8505173134	34.0873938403	3777088.9407	763119.2765431999	56.4792426526	0.5775775317	0.0255793342	90.0202537542	3.2163947693	-0.0102595045	0.0094969354
49778	353490.7	113.8505283337	34.0873939024	3777088.975993	763120.2939076	56.4858714193	0.595162627	0.0324238061	88.7107416958	3.1447123326	0.0602847082	0.0187341908
49779	353490.83	113.8505327411	34.0873939796	3777088.995918	763120.7006181999	56.4889941486	0.5951963096	0.1121515956	88.1198202141	3.114918548	0.0742421333	0.0129909568
49780	353491.16	113.8505437405	34.0873943695	3777089.067522	763121.7150415998	56.4965471402	0.6722608238	0.1757893196	86.2323264839	3.0381056016	0.1770087993	0.0159625211
49781	353491.5	113.8505547938	34.0873950865	3777089.175575	763122.7334198002	56.5029336484	0.6569982761	0.1111544505	83.8905764371	2.9577412343	0.3011403749	0.0219274948
49782	353491.84	113.8505655575	34.0873961433	3777089.320596	763123.7240031002	56.510587574	0.6563652243	0.1642680953	81.4443965958	2.8749287507	0.407307212	0.029242736
49783	353492.19	113.8505762901	34.0873976155	3777089.511626	763124.710428	56.5207866859	0.5750950949	0.0728881663	78.7133064677	2.7866010484	0.5240908921	0.0093997264
49784	353492.26	113.8505783993	34.0873979517	3777089.554378	763124.9041388001	56.5221502744	0.5753403179	0.0252696029	78.177963904	2.764329803	0.555334478	0.0071965932
49785	353492.62	113.8505890148	34.087399921	3777089.800284	763125.8782193002	56.5293169878	0.4009734808	-0.1433586557	75.5385859505	2.6566505906	0.6613716412	0.0150128451
49786	353492.99	113.8505994593	34.087402298	3777090.09099	763126.835235	56.5365778375	0.1252417226	-0.4529355239	72.9498135363	2.5301718606	0.7595371153	0.0066725379
49787	353493.38	113.8506099391	34.0874050951	3777090.4284	763127.7942208	56.5399700552	-0.0344067423	-0.3385156926	70.2295557803	2.4044569991	0.8335962333	-0.0029667706
49788	353493.79	113.8506202848	34.0874084031	3777090.822174	763128.7392359	56.531936408	0.1648504727	-0.4664262382	66.2735947134	2.2301082874	0.9485792186	-0.0265722454
49789	353494.22	113.8506302624	34.0874123715	3777091.2882839986	763129.6482279	56.532776285	0.0572853599	-0.452410058	60.8181808333	2.046824068	1.0836181132	-0.0288831548
49790	353494.44	113.8506350348	34.0874145904	3777091.546827	763130.0820083	56.5296454001	0.1040647544	-0.1094518231	57.7709391017	1.9267776199	1.1817028886	-0.0188187151
49791	353494.9	113.8506441049	34.0874198142	3777092.149931	763130.9033072	56.5292114122	0.025438928	-0.5482252345	51.2751632119	1.7200634034	1.3281444883	-0.0073087154
49792	353495.12	113.8506481217	34.0874225056	3777092.458964	763131.2658606	56.5288509717	0.0707027957	-0.3628414425	48.167217837	1.6245708903	1.3908903243	-0.0164935705
49793	353495.6	113.8506560676	34.0874288645	3777093.185135	763131.9798464002	56.524378947	0.1855953092	-0.403983034	41.5278514944	1.4161384092	1.5351519768	0.003378181
49794	353495.79	113.8506588875	34.0874315087	3777093.485846	763132.2320299	56.5273400005	0.1054060662	-0.4147861431	38.9561789894	1.3002848775	1.5535193211	-0.0080226567
49795	353496.33	113.8506654709	34.0874387792	3777094.30967	763132.8173856	56.5310569676	-0.2296293187	-0.4852825574	32.3301273884	0.8349110194	1.2932952255	-0.0195294826
49796	353496.65	113.8506678853	34.0874419836	3777094.67151	763133.0303957	56.5306303184	-0.299814802	-0.703663766	29.5529642184	0.5806609044	0.9543128415	-0.0161403764
49797	353497.53	113.850672953	34.0874500295	3777095.577473	763133.4733944	56.5243440028	-0.1867047526	-0.7299253312	22.6911446339	0.4801158857	1.0843621302	-0.0246763232
49798	353498.29	113.850676462	34.087457793	3777096.448091	763133.7733562	56.5173042035	-0.0965832061	-0.839149757	15.8297115279	0.3554507778	1.1689991055	-0.0224637962
49799	353499.11	113.8506788586	34.0874666744	3777097.439903	763133.9671335998	56.5120130544	-0.062071828	-0.8003298585	6.1486585446	0.1637631831	1.2141141889	-0.0112613797
49800	353499.7	113.8506793518	34.0874730966	3777098.153882	763133.9927797	56.5440194933	-0.0991338601	-0.7666395012	357.112164721	-0.0301153043	1.1761538981	-0.0009580294
49801	353500.54	113.8506778997	34.0874820565	3777099.144492	763133.8309576998	56.5711332271	-0.1521620949	-0.6292615432	343.3084317886	-0.3179828611	1.1844651207	-0.0106937764
49802	353500.96	113.8506761083	34.0874865835	3777099.642264	763133.6515299	56.5768957604	-0.1716936383	-0.4828919152	336.0495403329	-0.4909074889	1.1805763851	-0.0166456493
49803	353501.72	113.8506709307	34.0874945769	3777100.516006	763133.1486974	56.5774820475	-0.2093339031	-0.2472700777	322.2372098724	-0.8051955008	1.106230278	-0.0082449324
49804	353502.16	113.8506667603	34.0874988218	3777100.976351	763132.7504847	56.5789090004	-0.2693862103	-0.0284953109	313.8140546596	-0.9683820192	1.0093087027	-0.0058624828
49805	353502.87	113.8506584217	34.0875046257	3777101.598965	763131.9625692	56.5816565724	-0.1794371954	0.0444324053	300.0280732698	-1.2204909931	0.7516168567	-0.0205853296
49806	353503.08	113.8506555899	34.0875060173	3777101.7461089985	763131.6967823001	56.5798113085	-0.1113646986	-0.0716733719	295.8816432741	-1.2962083195	0.6803579274	-0.0062671017
49807	353503.73	113.8506455283	34.0875094501	3777102.101135	763130.7571284	56.5755538996	-0.2762467763	-0.2532338647	284.7859931563	-1.5603941966	0.4619040397	-0.0015498439
49808	353504.04	113.850640134	34.0875106589	3777102.22139	763130.2552989002	56.5767385019	-0.2655446756	-0.0571562134	281.1885010616	-1.649000687	0.3808041815	0.0092727117
49809	353504.62	113.8506293452	34.0875122441	3777102.369505	763129.2542207	56.5792287318	-0.1742289742	-0.1513002159	276.4294086559	-1.7477958366	0.2298572343	-0.0128997335
49810	353505.07	113.8506204692	34.0875130397	3777102.434926002	763128.4321949	56.5687869396	-0.1165295435	-0.3144035538	274.2298026145	-1.8638189841	0.1704020661	-0.0203067023
49811	353505.6	113.8506095936	34.087513721	3777102.4825160014	763127.4259003	56.5698895138	0.0127813356	0.1120719989	273.2011249441	-1.9077108092	0.1138292459	0.0115890688
49812	353506.12	113.8505986942	34.0875141841	3777102.505818	763126.4180734998	56.5761744967	-0.1023369765	-0.0243179314	271.8466745526	-1.9502947502	0.0840779413	-0.0345779444
49813	353506.63	113.8505877777	34.0875144247	3777102.504393	763125.4093656	56.5701145697	0.140077835	0.0365564807	269.7294116553	-1.9819484437	0.0129901192	-0.0007719993
49814	353506.65	113.8505873474	34.0875144278	3777102.503624	763125.3696219	56.5699974997	0.1449578382	0.0297392142	269.6397684928	-1.9818473896	0.0146766729	-0.0058296937
49815	353507.16	113.8505763615	34.0875143121	3777102.462479	763124.355606	56.5741838058	0.1659834447	0.06961848	267.4800297688	-1.9906002558	-0.0690575416	0.0119277442
49816	353507.66	113.8505654348	34.0875138401	3777102.381946	763123.3481636	56.5775760114	0.077985496	0.030618393	265.378334509	-2.0330638424	-0.1433195201	0.0185960222
49817	353508.15	113.8505545773	34.0875130277	3777102.263813	763122.3481588	56.5824290067	-0.0418936758	-0.1128434824	263.6767696596	-2.0520081636	-0.2084336694	0.0094892515
49818	353508.64	113.8505436134	34.0875119555	3777102.116568	763121.3391349	56.583580249	-0.1977078908	-0.1383120634	262.7229195764	-2.0780076557	-0.2639285388	-0.0076158119
49819	353509.11	113.8505328143	34.0875108056	3777101.961129	763120.345575	56.5798685812	-0.2473312427	-0.0784795646	262.3191150128	-2.1516442334	-0.2792641074	-6.03676e-05
49820	353509.57	113.8505218479	34.0875095961	3777101.798644	763119.3367464001	56.5749100288	-0.3077753066	-0.0557431802	262.2106770729	-2.2713006617	-0.3050235589	-0.0164219662
